timestamps,TP9,AF7,AF8,TP10,Right AUX
1746583609.200,241.211,-22.949,-23.926,234.863,0.000
1746583609.204,-1000.000,-267.090,-145.020,-1000.000,0.000
1746583609.208,-416.504,-126.953,-84.961,-332.520,0.000
1746583609.212,-867.676,172.852,44.922,-832.520,0.000
1746583609.216,491.699,83.496,14.648,437.500,0.000
1746583609.220,-1000.000,-187.012,-91.309,-1000.000,0.000
1746583609.223,-876.465,-152.832,-85.449,-773.926,0.000
1746583609.227,675.781,124.023,19.043,810.059,0.000
1746583609.231,-989.746,173.828,48.340,947.266,0.000
1746583609.235,-475.098,-149.902,-65.430,-553.711,0.000
1746583609.239,-1000.000,-264.160,-121.582,-1000.000,0.000
1746583609.243,18.555,37.109,-25.391,95.215,0.000
1746583609.247,-787.598,219.727,32.227,-786.621,0.000
1746583609.251,123.047,-56.152,-41.992,60.059,0.000
1746583609.255,-1000.000,-271.484,-103.027,-1000.000,0.000
1746583609.259,-252.930,-55.664,-24.414,-246.094,0.000
1746583609.263,-812.500,199.707,68.359,-812.988,0.000
1746583609.266,241.211,5.859,-3.418,240.234,0.000
1746583609.270,-1000.000,-263.184,-101.074,-1000.000,0.000
1746583609.274,-516.602,-130.371,-69.336,-436.035,0.000
1746583609.278,-923.340,156.738,30.273,-881.836,0.000
1746583609.282,604.980,113.770,5.371,559.570,0.000
1746583609.286,-979.980,-178.223,-121.094,-1000.000,0.000
1746583609.290,-994.141,-171.875,-97.168,-908.691,0.000
1746583609.294,473.633,126.953,47.852,609.375,0.000
1746583609.298,-854.980,184.570,58.594,-903.809,0.000
1746583609.302,-226.074,-125.977,-65.918,-315.918,0.000
1746583609.306,-1000.000,-260.254,-109.863,-1000.000,0.000
1746583609.309,-138.672,1.953,-11.230,-50.781,0.000
1746583609.313,-802.246,173.828,51.758,-790.527,0.000
1746583609.317,208.008,-75.684,-39.062,166.504,0.000
1746583609.321,-1000.000,-269.043,-120.605,-1000.000,0.000
1746583609.325,-264.160,-56.152,-52.246,-259.277,0.000
1746583609.329,-809.082,212.891,53.223,-809.082,0.000
1746583609.333,307.617,63.965,35.645,277.832,0.000
1746583609.337,-1000.000,-218.750,-85.449,-1000.000,0.000
1746583609.341,-610.840,-151.367,-94.727,-537.109,0.000
1746583609.345,987.305,120.605,26.367,-955.078,0.000
1746583609.348,799.805,119.141,15.137,720.703,0.000
1746583609.352,-749.512,-163.086,-108.887,-854.492,0.000
1746583609.356,-1000.000,-210.449,-124.512,-1000.000,0.000
1746583609.360,273.438,71.777,-7.324,405.762,0.000
1746583609.364,-805.176,187.500,46.387,-825.195,0.000
1746583609.368,-75.195,-109.863,-57.129,-138.184,0.000
1746583609.372,-1000.000,-271.484,-115.723,-1000.000,0.000
1746583609.376,-232.910,-14.648,-23.926,-173.340,0.000
1746583609.380,-818.359,196.777,51.758,-804.199,0.000
1746583609.384,237.793,2.441,-21.973,228.516,0.000
1746583609.388,-1000.000,-229.492,-112.793,-1000.000,0.000
1746583609.391,-346.680,-114.258,-68.359,-292.969,0.000
1746583609.395,-836.914,127.441,33.691,-817.383,0.000
1746583609.399,404.785,28.320,15.625,362.793,0.000
1746583609.403,-1000.000,-237.305,-100.586,-1000.000,0.000
1746583609.407,-793.457,-184.082,-101.562,-702.637,0.000
1746583609.411,794.922,119.629,21.484,900.879,0.000
1746583609.415,914.062,135.742,47.852,851.074,0.000
1746583609.419,-609.863,-159.668,-74.707,-687.500,0.000
1746583609.423,-1000.000,-216.797,-110.352,-1000.000,0.000
1746583609.427,84.473,47.852,-0.488,176.758,0.000
1746583609.431,-789.551,191.895,47.852,-792.480,0.000
1746583609.434,60.059,-82.520,-44.922,4.395,0.000
1746583609.438,-1000.000,-288.574,-113.770,-1000.000,0.000
1746583609.442,-246.094,-34.180,-44.922,-237.793,0.000
1746583609.446,-812.988,222.168,54.199,-811.523,0.000
1746583609.450,239.746,14.648,-10.742,236.816,0.000
1746583609.454,-1000.000,-237.793,-117.188,-1000.000,0.000
1746583609.458,-427.734,-83.008,-64.941,-354.980,0.000
1746583609.462,-876.465,186.035,39.551,-844.238,0.000
1746583609.466,545.898,80.566,13.184,492.188,0.000
1746583609.470,-1000.000,-238.281,-102.539,-1000.000,0.000
1746583609.474,-935.547,-231.934,-91.797,-841.797,0.000
1746583609.477,581.543,104.004,28.809,719.238,0.000
1746583609.481,-919.922,199.707,33.691,-989.746,0.000
1746583609.485,-353.027,-95.703,-86.914,-461.426,0.000
1746583609.489,-1000.000,-231.445,-129.395,-1000.000,0.000
1746583609.493,-67.383,15.625,-8.301,26.855,0.000
1746583609.497,-794.434,170.410,68.359,-787.598,0.000
1746583609.501,174.316,-81.543,-26.855,113.281,0.000
1746583609.505,-1000.000,-254.883,-115.234,-1000.000,0.000
1746583609.509,-257.324,-38.086,-55.176,-251.465,0.000
1746583609.513,-810.547,190.430,26.855,-811.035,0.000
1746583609.516,240.234,7.812,-28.809,240.234,0.000
1746583609.520,-1000.000,-265.625,-105.469,-1000.000,0.000
1746583609.524,-536.621,-126.465,-57.617,-474.609,0.000
1746583609.528,-937.012,191.406,37.598,-901.367,0.000
1746583609.532,628.906,122.070,9.766,584.961,0.000
1746583609.536,-925.293,-202.148,-115.234,-985.352,0.000
1746583609.540,-1000.000,-208.008,-128.906,-989.258,0.000
1746583609.544,310.059,102.051,-0.977,483.398,0.000
1746583609.548,-829.102,184.082,56.641,-866.211,0.000
1746583609.552,-170.410,-120.605,-34.668,-246.582,0.000
1746583609.556,-1000.000,-264.648,-104.980,-1000.000,0.000
1746583609.559,-205.078,-12.207,-37.109,-128.418,0.000
1746583609.563,-815.430,196.289,40.039,-800.781,0.000
1746583609.567,231.445,-32.227,-8.789,204.590,0.000
1746583609.571,-1000.000,-249.512,-91.797,-1000.000,0.000
1746583609.575,-270.996,-63.965,-69.336,-262.207,0.000
1746583609.579,-811.035,177.246,10.254,-808.594,0.000
1746583609.583,313.477,27.344,-22.461,289.551,0.000
1746583609.587,-1000.000,-252.930,-118.164,-1000.000,0.000
1746583609.591,-704.590,-167.969,-102.539,-609.375,0.000
1746583609.595,899.414,152.832,2.930,-999.023,0.000
1746583609.599,833.496,161.621,23.438,747.559,0.000
1746583609.602,-705.566,-144.531,-69.824,-802.246,0.000
1746583609.606,-1000.000,-229.004,-92.773,-1000.000,0.000
1746583609.610,141.113,48.828,16.113,238.281,0.000
1746583609.614,-800.293,184.570,59.082,-808.105,0.000
1746583609.618,-36.621,-82.520,-59.082,-87.402,0.000
1746583609.622,-1000.000,-253.418,-126.953,-1000.000,0.000
1746583609.626,-235.840,-41.992,-45.898,-212.402,0.000
1746583609.630,-817.383,179.688,23.438,-811.523,0.000
1746583609.634,238.770,-20.996,-39.551,233.887,0.000
1746583609.638,-1000.000,-264.160,-112.305,-1000.000,0.000
1746583609.641,-371.094,-98.633,-49.316,-314.453,0.000
1746583609.645,-848.145,184.570,58.594,-825.684,0.000
1746583609.649,462.891,74.707,17.090,415.039,0.000
1746583609.653,-1000.000,-234.375,-94.727,-1000.000,0.000
1746583609.657,-848.633,-182.129,-83.496,-738.770,0.000
1746583609.661,713.867,124.023,20.020,853.516,0.000
1746583609.665,988.281,129.883,32.227,918.945,0.000
1746583609.669,-493.652,-157.227,-93.750,-578.125,0.000
1746583609.673,-1000.000,-247.070,-130.859,-1000.000,0.000
1746583609.677,-9.766,11.230,-7.812,75.684,0.000
1746583609.681,-799.316,183.594,42.969,-795.898,0.000
1746583609.684,74.219,-73.730,-64.941,22.461,0.000
1746583609.688,-1000.000,-266.113,-120.605,-1000.000,0.000
1746583609.692,-245.605,-41.504,-31.250,-241.211,0.000
1746583609.696,-815.430,210.938,51.758,-814.453,0.000
1746583609.700,241.211,19.531,-11.719,239.746,0.000
1746583609.704,-1000.000,-249.512,-117.188,-1000.000,0.000
1746583609.708,-482.422,-130.859,-76.172,-408.203,0.000
1746583609.712,-907.227,188.477,46.387,-871.582,0.000
1746583609.716,607.422,125.000,19.531,567.383,0.000
1746583609.720,-976.562,-214.355,-106.934,-1000.000,0.000
1746583609.724,-982.910,-210.938,-112.793,-875.488,0.000
1746583609.727,505.371,91.797,17.090,666.504,0.000
1746583609.731,-869.629,163.086,62.500,-921.875,0.000
1746583609.735,-268.555,-122.559,-51.758,-345.703,0.000
1746583609.739,-1000.000,-238.281,-104.492,-1000.000,0.000
1746583609.743,-87.402,2.441,-19.043,-7.324,0.000
1746583609.747,-791.992,183.594,26.367,-782.715,0.000
1746583609.751,209.473,-34.180,-51.758,174.316,0.000
1746583609.755,-1000.000,-271.973,-125.000,-1000.000,0.000
1746583609.759,-265.137,-64.941,-57.617,-260.742,0.000
1746583609.763,-808.594,229.004,52.246,-807.617,0.000
1746583609.766,291.992,41.016,-0.977,264.160,0.000
1746583609.770,-1000.000,-270.020,-119.629,-1000.000,0.000
1746583609.774,-606.445,-163.086,-93.750,-520.020,0.000
1746583609.778,-993.652,146.973,21.484,-937.988,0.000
1746583609.782,736.328,114.746,27.344,677.734,0.000
1746583609.786,-819.824,-190.918,-80.566,-889.160,0.000
1746583609.790,-1000.000,-229.980,-113.281,-1000.000,0.000
1746583609.794,266.113,64.453,3.418,399.414,0.000
1746583609.798,-816.895,169.922,51.758,-837.891,0.000
1746583609.802,-135.742,-115.234,-65.918,-187.012,0.000
1746583609.806,-1000.000,-234.863,-123.047,-1000.000,0.000
1746583609.809,-212.891,23.926,-20.020,-146.484,0.000
1746583609.813,-816.895,205.078,61.035,-800.293,0.000
1746583609.817,234.863,-34.180,-33.203,223.633,0.000
1746583609.821,-1000.000,-283.691,-114.258,-1000.000,0.000
1746583609.825,-319.336,-108.398,-51.758,-269.531,0.000
1746583609.829,-827.637,186.523,59.570,-809.082,0.000
1746583609.833,410.156,64.941,22.461,361.816,0.000
1746583609.837,-1000.000,-237.793,-104.980,-1000.000,0.000
1746583609.841,-748.535,-179.199,-87.891,-658.203,0.000
1746583609.845,834.961,148.438,23.438,939.941,0.000
1746583609.849,941.406,169.922,29.785,856.934,0.000
1746583609.852,-563.965,-134.766,-63.965,-675.293,0.000
1746583609.856,-1000.000,-211.426,-102.539,-1000.000,0.000
1746583609.860,130.859,45.410,-7.324,221.680,0.000
1746583609.864,-791.992,167.480,60.059,-800.781,0.000
1746583609.868,-0.977,-102.539,-43.457,-56.641,0.000
1746583609.872,-1000.000,-284.180,-118.164,-1000.000,0.000
1746583609.876,-239.746,-36.133,-25.391,-225.098,0.000
1746583609.880,-817.383,222.656,72.266,-813.477,0.000
1746583609.884,240.723,20.020,-9.277,236.328,0.000
1746583609.888,-1000.000,-265.137,-116.699,-1000.000,0.000
1746583609.892,-423.828,-109.375,-62.012,-342.773,0.000
1746583609.895,-871.094,201.172,45.410,-837.402,0.000
1746583609.899,501.953,95.703,7.812,458.984,0.000
1746583609.903,-1000.000,-229.492,-112.793,-1000.000,0.000
1746583609.907,-905.273,-219.238,-95.703,-818.848,0.000
1746583609.911,639.160,96.191,29.785,755.859,0.000
1746583609.915,-978.516,161.621,47.363,968.262,0.000
1746583609.919,-464.355,-117.188,-71.289,-531.738,0.000
1746583609.923,-1000.000,-195.312,-108.887,-1000.000,0.000
1746583609.927,11.719,53.223,-11.230,80.078,0.000
1746583609.931,-788.574,184.570,42.480,-786.621,0.000
1746583609.934,124.023,-64.453,-30.273,72.266,0.000
1746583609.938,-1000.000,-262.695,-109.863,-1000.000,0.000
1746583609.942,-252.930,-41.016,-63.965,-247.559,0.000
1746583609.946,-813.477,211.914,28.320,-813.477,0.000
1746583609.950,241.699,60.547,-12.695,241.211,0.000
1746583609.954,-1000.000,-208.496,-101.562,-1000.000,0.000
1746583609.958,-536.133,-124.512,-70.801,-470.703,0.000
1746583609.962,-933.594,177.734,45.898,-898.926,0.000
1746583609.966,613.281,120.605,32.715,578.125,0.000
1746583609.970,-961.914,-207.520,-98.633,-1000.000,0.000
1746583609.974,-1000.000,-208.984,-104.004,-955.566,0.000
1746583609.977,396.484,86.914,-1.465,533.203,0.000
1746583609.981,-833.496,147.461,14.648,-874.512,0.000
1746583609.985,-188.965,-117.676,-62.012,-272.461,0.000
1746583609.989,-1000.000,-226.562,-98.633,-1000.000,0.000
1746583609.993,-129.883,23.438,-11.719,-52.246,0.000
1746583609.997,-796.387,204.590,61.035,-786.133,0.000
1746583610.001,220.703,-44.922,-31.738,194.336,0.000
1746583610.005,-1000.000,-261.230,-109.375,-1000.000,0.000
1746583610.009,-266.602,-65.918,-46.875,-263.672,0.000
1746583610.013,-808.105,197.754,33.691,-807.129,0.000
1746583610.017,312.500,26.855,-14.160,286.133,0.000
1746583610.020,-1000.000,-266.602,-105.957,-1000.000,0.000
1746583610.024,-608.398,-142.578,-66.895,-544.434,0.000
1746583610.028,979.980,177.246,40.039,-966.309,0.000
1746583610.032,829.590,161.621,41.992,751.953,0.000
1746583610.036,-685.547,-161.133,-86.426,-792.480,0.000
1746583610.040,-1000.000,-239.258,-132.812,-1000.000,0.000
1746583610.044,177.246,59.570,-22.461,309.082,0.000
1746583610.048,-804.688,172.363,28.320,-818.359,0.000
1746583610.052,-75.684,-113.770,-53.711,-133.789,0.000
1746583610.056,-1000.000,-253.418,-98.145,-1000.000,0.000
1746583610.059,-232.422,-4.395,0.000,-196.777,0.000
1746583610.063,-818.848,216.797,73.730,-810.547,0.000
1746583610.067,238.770,16.113,-13.672,231.934,0.000
1746583610.071,-1000.000,-235.840,-94.238,-1000.000,0.000
1746583610.075,-354.980,-103.516,-55.664,-305.176,0.000
1746583610.079,-842.285,178.711,20.508,-822.266,0.000
1746583610.083,462.402,76.172,-4.395,414.062,0.000
1746583610.087,-1000.000,-225.098,-109.375,-1000.000,0.000
1746583610.091,-815.430,-200.684,-100.098,-713.867,0.000
1746583610.095,764.648,103.027,24.414,887.695,0.000
1746583610.099,962.891,155.762,31.250,889.160,0.000
1746583610.102,-535.156,-137.207,-90.332,-630.371,0.000
1746583610.106,-1000.000,-233.887,-118.652,-1000.000,0.000
1746583610.110,55.176,45.410,-1.465,151.367,0.000
1746583610.114,-789.062,214.844,57.617,-788.574,0.000
1746583610.118,75.684,-57.129,-51.758,24.414,0.000
1746583610.122,-1000.000,-267.578,-137.207,-1000.000,0.000
1746583610.126,-247.559,-37.109,-52.734,-243.164,0.000
1746583610.130,-813.965,211.426,47.363,-812.988,0.000
1746583610.134,240.723,29.297,-17.090,239.258,0.000
1746583610.138,-1000.000,-223.633,-107.910,-1000.000,0.000
1746583610.142,-462.891,-121.094,-53.223,-396.484,0.000
1746583610.145,-891.602,151.367,36.133,-860.840,0.000
1746583610.149,553.223,86.914,-8.789,502.930,0.000
1746583610.153,-1000.000,-201.660,-110.352,-1000.000,0.000
1746583610.157,-973.145,-203.125,-90.332,-866.211,0.000
1746583610.161,510.254,67.871,20.508,670.898,0.000
1746583610.165,-884.766,148.438,39.062,-945.312,0.000
1746583610.169,-300.293,-121.094,-77.637,-392.090,0.000
1746583610.173,-1000.000,-217.773,-119.629,-1000.000,0.000
1746583610.177,-74.707,40.527,-9.277,10.254,0.000
1746583610.181,-791.992,195.801,47.852,-783.691,0.000
1746583610.185,195.312,-43.945,-51.758,148.438,0.000
1746583610.188,-1000.000,-248.535,-129.395,-1000.000,0.000
1746583610.192,-261.230,-61.035,-55.176,-255.859,0.000
1746583610.196,-810.547,193.359,39.062,-810.547,0.000
1746583610.200,255.371,28.320,-18.555,240.723,0.000
1746583610.204,-1000.000,-237.305,-118.652,-1000.000,0.000
1746583610.208,-608.398,-141.113,-74.707,-526.367,0.000
1746583610.212,-987.305,148.926,18.066,-932.129,0.000
1746583610.216,681.641,107.422,-1.953,623.535,0.000
1746583610.220,-908.203,-194.824,-98.633,-970.703,0.000
1746583610.224,-1000.000,-197.266,-95.215,-978.516,0.000
1746583610.227,368.164,111.816,9.766,492.676,0.000
1746583610.231,-824.707,224.609,41.992,-848.145,0.000
1746583610.235,-140.137,-75.195,-55.176,-194.824,0.000
1746583610.239,-1000.000,-263.184,-109.375,-1000.000,0.000
1746583610.243,-205.078,-16.113,-34.668,-128.906,0.000
1746583610.247,-813.477,206.055,30.762,-796.875,0.000
1746583610.251,231.934,-21.973,-33.691,212.891,0.000
1746583610.255,-1000.000,-267.090,-111.816,-1000.000,0.000
1746583610.259,-286.621,-105.469,-46.875,-265.625,0.000
1746583610.263,-815.918,183.105,45.898,-807.617,0.000
1746583610.267,379.883,63.477,-6.348,327.637,0.000
1746583610.270,-1000.000,-231.934,-109.375,-1000.000,0.000
1746583610.274,-685.547,-175.293,-81.543,-601.074,0.000
1746583610.278,923.828,125.488,28.320,999.023,0.000
1746583610.282,854.004,142.578,20.996,789.062,0.000
1746583610.286,-667.480,-163.574,-89.355,-748.047,0.000
1746583610.290,-1000.000,-230.957,-97.656,-1000.000,0.000
1746583610.294,142.090,41.504,16.602,243.652,0.000
1746583610.298,-798.340,190.918,51.758,-805.176,0.000
1746583610.302,-31.250,-65.430,-63.477,-77.148,0.000
1746583610.306,-1000.000,-253.906,-129.883,-1000.000,0.000
1746583610.310,-236.328,-36.621,-37.109,-216.309,0.000
1746583610.313,-816.406,187.012,49.805,-811.523,0.000
1746583610.317,238.281,-0.977,-12.695,233.887,0.000
1746583610.321,-1000.000,-247.559,-104.004,-1000.000,0.000
1746583610.325,-363.770,-97.168,-62.500,-314.941,0.000
1746583610.329,-845.703,182.617,32.715,-826.660,0.000
1746583610.333,479.980,64.941,-8.301,431.641,0.000
1746583610.337,-1000.000,-244.141,-116.211,-1000.000,0.000
1746583610.341,-872.070,-205.566,-96.191,-769.043,0.000
1746583610.345,678.711,119.629,24.902,810.547,0.000
1746583610.349,-981.934,155.762,38.086,957.520,0.000
1746583610.353,-459.961,-145.020,-79.102,-534.668,0.000
1746583610.356,-1000.000,-238.281,-119.629,-1000.000,0.000
1746583610.360,12.695,33.203,-19.531,83.984,0.000
1746583610.364,-788.574,171.387,36.621,-788.574,0.000
1746583610.368,117.676,-61.035,-62.012,56.152,0.000
1746583610.372,-1000.000,-216.309,-106.934,-1000.000,0.000
1746583610.376,-252.441,-37.109,-29.297,-245.605,0.000
1746583610.380,-812.988,184.570,36.133,-812.988,0.000
1746583610.384,241.211,14.648,-7.324,240.234,0.000
1746583610.388,-1000.000,-236.816,-103.027,-1000.000,0.000
1746583610.392,-511.719,-111.328,-67.383,-429.688,0.000
1746583610.395,-920.898,198.242,44.434,-878.906,0.000
1746583610.399,604.980,133.789,17.578,562.012,0.000
1746583610.403,-975.098,-206.055,-99.609,-1000.000,0.000
1746583610.407,-1000.000,-213.867,-102.051,-921.875,0.000
1746583610.411,456.055,96.191,14.160,586.426,0.000
1746583610.415,-850.586,194.824,41.504,-890.625,0.000
1746583610.419,-210.449,-80.566,-56.641,-293.457,0.000
1746583610.423,-1000.000,-235.840,-93.262,-1000.000,0.000
1746583610.427,-161.621,-10.742,-19.531,-65.430,0.000
1746583610.431,-806.152,179.199,35.645,-790.527,0.000
1746583610.435,219.238,-32.715,-42.480,183.594,0.000
1746583610.438,-1000.000,-243.164,-117.188,-1000.000,0.000
1746583610.442,-265.625,-85.449,-44.922,-261.719,0.000
1746583610.446,-808.105,180.664,47.852,-807.129,0.000
1746583610.450,319.824,65.918,-17.578,289.551,0.000
1746583610.454,-1000.000,-243.652,-120.117,-1000.000,0.000
1746583610.458,-598.633,-157.715,-70.801,-523.926,0.000
1746583610.462,-997.559,181.641,36.621,-942.383,0.000
1746583610.466,781.738,146.973,32.227,706.055,0.000
1746583610.470,-749.023,-184.082,-80.566,-846.680,0.000
1746583610.474,-1000.000,-238.770,-104.980,-1000.000,0.000
1746583610.478,211.914,56.641,5.859,341.309,0.000
1746583610.481,-808.594,164.551,48.828,-824.219,0.000
1746583610.485,-96.191,-121.094,-40.039,-153.320,0.000
1746583610.489,-1000.000,-259.766,-100.098,-1000.000,0.000
1746583610.493,-230.957,-2.930,-39.062,-179.688,0.000
1746583610.497,-816.406,208.008,24.902,-806.152,0.000
1746583610.501,234.375,-8.789,-42.969,228.027,0.000
1746583610.505,-1000.000,-255.859,-108.398,-1000.000,0.000
1746583610.509,-283.203,-74.219,-32.715,-267.578,0.000
1746583610.513,-814.941,201.172,65.918,-808.594,0.000
1746583610.517,399.414,62.988,19.531,363.770,0.000
1746583610.520,-1000.000,-250.488,-99.609,-1000.000,0.000
1746583610.524,-794.434,-202.637,-87.402,-701.172,0.000
1746583610.528,790.039,136.230,21.484,901.367,0.000
1746583610.532,930.664,152.832,20.020,858.398,0.000
1746583610.536,-583.496,-168.457,-98.145,-675.293,0.000
1746583610.540,-1000.000,-236.816,-130.859,-1000.000,0.000
1746583610.544,76.172,23.438,-20.508,169.434,0.000
1746583610.548,-791.016,166.504,42.969,-793.945,0.000
1746583610.552,50.293,-73.242,-36.621,-8.789,0.000
1746583610.556,-1000.000,-232.422,-98.145,-1000.000,0.000
1746583610.560,-245.117,-12.695,-22.949,-235.840,0.000
1746583610.563,-815.918,190.918,44.922,-814.453,0.000
1746583610.567,241.699,-3.418,-29.785,239.258,0.000
1746583610.571,-1000.000,-248.047,-117.676,-1000.000,0.000
1746583610.575,-473.145,-119.141,-78.613,-400.391,0.000
1746583610.579,-894.531,162.598,35.156,-862.305,0.000
1746583610.583,520.508,71.289,8.789,478.516,0.000
1746583610.587,-1000.000,-229.492,-108.887,-1000.000,0.000
1746583610.591,-909.668,-200.684,-96.191,-810.547,0.000
1746583610.595,625.977,110.840,25.879,777.344,0.000
1746583610.599,-955.566,187.500,22.461,982.910,0.000
1746583610.603,-407.715,-129.883,-110.352,-496.582,0.000
1746583610.606,-1000.000,-255.859,-125.000,-1000.000,0.000
1746583610.610,-76.172,18.066,-13.672,13.184,0.000
1746583610.614,-798.340,194.336,48.340,-790.039,0.000
1746583610.618,177.246,-57.129,-22.949,120.117,0.000
1746583610.622,-1000.000,-262.695,-90.332,-1000.000,0.000
1746583610.626,-257.324,-53.223,-36.133,-252.441,0.000
1746583610.630,-810.547,210.449,30.762,-811.035,0.000
1746583610.634,240.723,33.203,-25.391,240.723,0.000
1746583610.638,-1000.000,-250.977,-119.141,-1000.000,0.000
1746583610.642,-555.664,-138.184,-72.266,-494.141,0.000
1746583610.645,-953.613,150.391,31.738,-912.109,0.000
1746583610.649,657.227,125.488,4.883,595.703,0.000
1746583610.653,-931.152,-181.152,-90.332,-994.629,0.000
1746583610.657,-1000.000,-212.402,-84.473,-956.055,0.000
1746583610.661,417.480,90.820,17.090,529.297,0.000
1746583610.665,-833.008,180.664,59.082,-866.211,0.000
1746583610.669,-161.621,-124.023,-35.156,-236.328,0.000
1746583610.673,-1000.000,-291.504,-104.980,-1000.000,0.000
1746583610.677,-190.918,-38.086,-19.043,-104.980,0.000
1746583610.681,-810.059,198.242,56.641,-794.434,0.000
1746583610.685,229.004,-41.504,-25.391,202.637,0.000
1746583610.688,-1000.000,-266.602,-104.004,-1000.000,0.000
1746583610.692,-267.090,-79.590,-40.039,-264.160,0.000
1746583610.696,-809.082,176.270,52.734,-808.594,0.000
1746583610.700,346.191,51.270,-7.812,305.176,0.000
1746583610.704,-1000.000,-253.906,-105.957,-1000.000,0.000
1746583610.708,-723.633,-204.590,-73.730,-614.258,0.000
1746583610.712,893.555,119.141,43.457,-999.023,0.000
1746583610.716,818.359,123.047,63.965,746.094,0.000
1746583610.720,-728.516,-193.848,-56.641,-812.988,0.000
1746583610.724,-1000.000,-241.211,-104.980,-1000.000,0.000
1746583610.728,152.832,67.871,-10.254,270.020,0.000
1746583610.731,-799.805,198.242,44.434,-808.105,0.000
1746583610.735,-39.062,-86.914,-37.598,-89.844,0.000
1746583610.739,-1000.000,-241.211,-90.820,-1000.000,0.000
1746583610.743,-235.840,18.555,-1.953,-202.637,0.000
1746583610.747,-818.848,224.609,72.754,-809.082,0.000
1746583610.751,240.234,-13.184,-18.555,232.910,0.000
1746583610.755,-1000.000,-283.203,-117.188,-1000.000,0.000
1746583610.759,-399.414,-130.371,-64.453,-321.289,0.000
1746583610.763,-858.398,182.617,51.270,-827.148,0.000
1746583610.767,446.289,88.867,24.902,397.949,0.000
1746583610.771,-1000.000,-214.355,-86.426,-1000.000,0.000
1746583610.774,-832.520,-171.387,-91.797,-722.168,0.000
1746583610.778,719.238,113.281,28.809,854.492,0.000
1746583610.782,-993.652,154.297,66.406,943.359,0.000
1746583610.786,-479.980,-126.465,-63.477,-559.570,0.000
1746583610.790,-1000.000,-199.707,-107.422,-1000.000,0.000
1746583610.794,52.246,81.543,3.418,150.391,0.000
1746583610.798,-782.715,227.539,58.105,-781.250,0.000
1746583610.802,128.418,-49.805,-47.852,62.500,0.000
1746583610.806,-1000.000,-279.297,-116.699,-1000.000,0.000
1746583610.810,-254.883,-75.195,-33.691,-247.559,0.000
1746583610.813,-811.035,172.363,41.504,-811.523,0.000
1746583610.817,240.723,1.953,-22.949,239.258,0.000
1746583610.821,-1000.000,-248.535,-106.934,-1000.000,0.000
1746583610.825,-498.047,-118.652,-63.477,-417.480,0.000
1746583610.829,-913.086,190.430,37.598,-872.559,0.000
1746583610.833,596.191,136.230,19.531,546.387,0.000
1746583610.837,-977.051,-169.434,-92.285,-1000.000,0.000
1746583610.841,-1000.000,-196.289,-97.656,-915.039,0.000
1746583610.845,471.680,80.078,18.066,613.281,0.000
1746583610.849,-879.883,156.738,58.594,-931.641,0.000
1746583610.853,-289.062,-145.508,-64.941,-371.582,0.000
1746583610.856,-1000.000,-266.113,-132.324,-1000.000,0.000
1746583610.860,-117.676,0.488,-31.250,-33.203,0.000
1746583610.864,-799.805,197.754,38.086,-788.086,0.000
1746583610.868,213.379,-35.645,-50.781,178.223,0.000
1746583610.872,-1000.000,-252.441,-109.863,-1000.000,0.000
1746583610.876,-265.137,-57.129,-19.531,-260.742,0.000
1746583610.880,-807.617,194.824,49.805,-807.129,0.000
1746583610.884,303.223,50.293,-19.043,273.438,0.000
1746583610.888,-1000.000,-230.957,-96.191,-1000.000,0.000
1746583610.892,-583.984,-141.602,-56.641,-511.719,0.000
1746583610.896,-968.262,150.391,49.316,-924.805,0.000
1746583610.899,696.289,88.379,44.434,642.090,0.000
1746583610.903,-855.957,-242.188,-73.242,-922.852,0.000
1746583610.907,-1000.000,-268.066,-83.008,-1000.000,0.000
1746583610.911,269.531,33.691,28.809,404.785,0.000
1746583610.915,-818.848,138.672,73.730,-839.844,0.000
1746583610.919,-141.113,-158.203,-18.066,-190.430,0.000
1746583610.923,-1000.000,-321.777,-58.105,-1000.000,0.000
1746583610.927,-209.473,-83.984,30.273,-144.531,0.000
1746583610.931,-815.430,142.090,113.281,-799.805,0.000
1746583610.935,233.398,-85.449,51.270,223.145,0.000
1746583610.938,-1000.000,-366.211,-55.664,-1000.000,0.000
1746583610.942,-303.711,-180.176,-9.277,-267.578,0.000
1746583610.946,-822.266,106.445,90.332,-808.105,0.000
1746583610.950,398.438,-27.832,48.828,353.027,0.000
1746583610.954,-1000.000,-321.777,-58.105,-1000.000,0.000
1746583610.958,-737.305,-233.887,-44.922,-637.207,0.000
1746583610.962,861.328,98.633,59.570,963.867,0.000
1746583610.966,898.438,114.258,73.730,833.496,0.000
1746583610.970,-621.094,-177.246,-39.062,-693.848,0.000
1746583610.974,-1000.000,-261.230,-78.125,-1000.000,0.000
1746583610.978,114.258,41.016,23.438,195.312,0.000
1746583610.981,-787.598,200.684,68.359,-793.457,0.000
1746583610.985,49.316,-94.238,-30.762,-10.254,0.000
1746583610.989,-1000.000,-292.480,-88.867,-1000.000,0.000
1746583610.993,-245.605,-51.758,-2.441,-226.562,0.000
1746583610.997,-814.453,180.176,83.496,-810.547,0.000
1746583611.001,240.234,-20.020,16.602,235.840,0.000
1746583611.005,-1000.000,-277.344,-90.820,-1000.000,0.000
1746583611.009,-441.406,-153.320,-64.941,-361.816,0.000
