timestamps,TP9,AF7,AF8,TP10,Right AUX
1746583636.773,-1000.000,-185.547,-139.160,-1000.000,0.000
1746583636.777,157.227,33.691,-21.484,261.719,0.000
1746583636.781,-800.293,140.137,46.387,-810.547,0.000
1746583636.785,-48.340,-78.613,-15.625,-100.098,0.000
1746583636.789,-1000.000,-196.777,-66.406,-1000.000,0.000
1746583636.792,-234.863,16.113,-19.043,-212.402,0.000
1746583636.796,-816.406,187.012,28.809,-811.523,0.000
1746583636.800,237.305,14.648,-45.898,233.887,0.000
1746583636.804,-1000.000,-186.035,-113.770,-1000.000,0.000
1746583636.808,-342.285,-64.941,-69.336,-304.688,0.000
1746583636.812,-836.426,166.992,14.160,-821.777,0.000
1746583636.816,446.289,61.035,-24.902,403.320,0.000
1746583636.820,-1000.000,-194.824,-127.930,-1000.000,0.000
1746583636.824,-854.492,-151.367,-83.496,-765.137,0.000
1746583636.828,706.055,112.793,27.832,822.754,0.000
1746583636.831,986.328,117.188,-1.953,917.480,0.000
1746583636.835,-506.348,-140.625,-103.027,-589.844,0.000
1746583636.839,-1000.000,-203.125,-94.238,-1000.000,0.000
1746583636.843,24.902,53.711,24.902,83.008,0.000
1746583636.847,-794.922,170.898,55.664,-796.875,0.000
1746583636.851,62.012,-87.402,-62.500,13.672,0.000
1746583636.855,-1000.000,-230.469,-125.000,-1000.000,0.000
1746583636.859,-245.117,-17.578,-56.152,-240.234,0.000
1746583636.863,-814.941,182.129,19.043,-813.965,0.000
1746583636.867,240.723,-13.672,-31.738,239.258,0.000
1746583636.871,-1000.000,-239.258,-120.605,-1000.000,0.000
1746583636.874,-451.660,-100.098,-65.918,-391.113,0.000
1746583636.878,-886.230,155.273,71.777,-858.887,0.000
1746583636.882,547.852,74.219,46.387,499.023,0.000
1746583636.886,-1000.000,-209.473,-100.586,-1000.000,0.000
1746583636.890,-961.914,-190.430,-120.605,-856.445,0.000
1746583636.894,510.742,83.984,-2.930,669.434,0.000
1746583636.898,-860.352,132.812,54.199,-922.852,0.000
1746583636.902,-245.605,-95.215,-53.223,-349.121,0.000
1746583636.906,-1000.000,-177.734,-108.887,-1000.000,0.000
1746583636.910,-81.055,20.508,-34.668,4.883,0.000
1746583636.914,-790.039,173.340,32.227,-783.691,0.000
1746583636.917,204.590,-39.062,-39.062,151.855,0.000
1746583636.921,-1000.000,-235.352,-104.492,-1000.000,0.000
1746583636.925,-261.719,-52.734,9.766,-256.348,0.000
1746583636.929,-810.059,144.043,83.008,-810.059,0.000
1746583636.933,240.234,-25.879,-15.625,241.211,0.000
1746583636.937,-1000.000,-255.371,-109.375,-1000.000,0.000
1746583636.941,-599.121,-140.625,-58.105,-526.855,0.000
1746583636.945,-1000.000,130.371,29.297,-946.777,0.000
1746583636.949,745.117,110.840,2.441,683.105,0.000
1746583636.953,-810.059,-122.559,-78.125,-880.371,0.000
1746583636.956,-1000.000,-147.949,-74.707,-1000.000,0.000
1746583636.960,264.648,44.434,-6.348,391.113,0.000
1746583636.964,-824.219,96.680,23.438,-860.840,0.000
1746583636.968,-166.504,-146.484,-45.410,-249.023,0.000
1746583636.972,-1000.000,-250.977,-71.777,-1000.000,0.000
1746583636.976,-202.148,-7.324,19.043,-133.301,0.000
1746583636.980,-815.918,193.848,62.012,-801.270,0.000
1746583636.984,233.398,-16.602,-59.570,217.285,0.000
1746583636.988,-1000.000,-239.746,-134.766,-1000.000,0.000
1746583636.992,-309.570,-71.289,-55.664,-265.137,0.000
1746583636.996,-823.730,161.133,18.555,-808.105,0.000
1746583636.999,369.141,26.855,-7.812,314.453,0.000
1746583637.003,-1000.000,-214.844,-80.566,-1000.000,0.000
1746583637.007,-728.027,-146.484,-55.176,-631.348,0.000
1746583637.011,879.395,107.422,57.617,978.027,0.000
1746583637.015,854.492,92.773,44.922,776.855,0.000
1746583637.019,-684.570,-172.363,-83.496,-776.855,0.000
1746583637.023,-1000.000,-213.379,-83.008,-1000.000,0.000
1746583637.027,147.949,47.852,25.391,254.883,0.000
1746583637.031,-792.480,193.848,60.059,-803.711,0.000
1746583637.035,2.441,-43.945,-68.848,-67.871,0.000
1746583637.039,-1000.000,-201.172,-145.508,-1000.000,0.000
1746583637.042,-240.723,19.531,-50.293,-210.449,0.000
1746583637.046,-814.941,195.312,8.789,-809.082,0.000
1746583637.050,238.770,-11.719,-45.410,233.398,0.000
1746583637.054,-1000.000,-257.812,-104.980,-1000.000,0.000
1746583637.058,-381.836,-138.184,-54.199,-321.289,0.000
1746583637.062,-854.004,124.023,43.945,-829.102,0.000
1746583637.066,493.652,47.852,17.090,437.500,0.000
1746583637.070,-1000.000,-199.219,-70.312,-1000.000,0.000
1746583637.074,-895.996,-179.199,-55.664,-808.594,0.000
1746583637.078,656.250,74.219,20.996,772.949,0.000
1746583637.082,-989.258,122.070,14.160,942.871,0.000
1746583637.085,-479.980,-138.184,-77.148,-569.336,0.000
1746583637.089,-1000.000,-193.359,-102.539,-1000.000,0.000
1746583637.093,27.344,37.598,-5.859,100.098,0.000
1746583637.097,-791.016,138.672,49.316,-791.016,0.000
1746583637.101,80.078,-88.379,-48.340,32.715,0.000
1746583637.105,-1000.000,-240.234,-110.352,-1000.000,0.000
1746583637.109,-247.559,-36.621,-43.457,-243.164,0.000
1746583637.113,-816.406,174.316,45.898,-815.430,0.000
1746583637.117,242.188,25.879,11.230,241.699,0.000
1746583637.121,-1000.000,-187.988,-62.988,-1000.000,0.000
1746583637.124,-529.785,-104.492,-37.598,-459.473,0.000
1746583637.128,-930.664,118.164,30.273,-893.066,0.000
1746583637.132,612.305,44.922,3.418,566.895,0.000
1746583637.136,-972.656,-191.406,-71.777,-1000.000,0.000
1746583637.140,-1000.000,-148.926,-61.523,-928.223,0.000
1746583637.144,464.844,68.359,-25.879,593.262,0.000
1746583637.148,-870.117,101.562,-27.344,-922.363,0.000
1746583637.152,-270.020,-115.234,-77.148,-353.516,0.000
1746583637.156,-1000.000,-192.871,-80.566,-1000.000,0.000
1746583637.160,-128.418,13.184,-10.254,-50.293,0.000
1746583637.164,-801.758,161.133,24.902,-791.504,0.000
1746583637.167,215.820,-41.992,-32.715,171.387,0.000
1746583637.171,-1000.000,-225.098,-88.867,-1000.000,0.000
1746583637.175,-265.625,-43.945,-21.484,-259.766,0.000
1746583637.179,-809.082,143.066,36.133,-809.570,0.000
1746583637.183,312.500,9.766,-36.621,281.738,0.000
1746583637.187,-1000.000,-215.820,-129.883,-1000.000,0.000
1746583637.191,-633.789,-136.719,-108.887,-568.359,0.000
1746583637.195,993.164,165.527,10.254,-961.914,0.000
1746583637.199,738.281,122.070,30.762,681.641,0.000
1746583637.203,-816.895,-170.898,-47.852,-882.812,0.000
1746583637.207,-1000.000,-167.480,-39.551,-1000.000,0.000
1746583637.210,225.586,65.918,31.738,340.332,0.000
1746583637.214,-806.152,153.320,28.809,-826.172,0.000
1746583637.218,-85.449,-88.867,-75.684,-156.738,0.000
1746583637.222,-1000.000,-239.258,-110.352,-1000.000,0.000
1746583637.226,-222.656,-9.766,-21.484,-163.574,0.000
1746583637.230,-814.941,162.598,64.453,-802.246,0.000
1746583637.234,234.863,-21.973,3.906,226.074,0.000
1746583637.238,-1000.000,-197.266,-105.469,-1000.000,0.000
1746583637.242,-319.336,-72.754,-70.312,-274.902,0.000
1746583637.246,-829.102,145.996,12.695,-811.035,0.000
1746583637.249,437.500,58.105,-24.902,381.348,0.000
1746583637.253,-1000.000,-201.660,-110.840,-1000.000,0.000
1746583637.257,-770.508,-170.410,-95.703,-687.500,0.000
1746583637.261,825.195,87.891,12.695,920.898,0.000
1746583637.265,927.734,96.680,38.574,846.191,0.000
1746583637.269,-580.566,-145.996,-64.453,-686.523,0.000
1746583637.273,-1000.000,-194.824,-95.703,-1000.000,0.000
1746583637.277,98.633,39.062,12.695,187.988,0.000
1746583637.281,-795.410,169.434,50.293,-802.246,0.000
1746583637.285,6.836,-60.059,-66.406,-53.223,0.000
1746583637.289,-1000.000,-232.910,-121.094,-1000.000,0.000
1746583637.292,-239.746,-50.293,-39.551,-234.375,0.000
1746583637.296,-816.895,145.020,13.672,-816.406,0.000
1746583637.300,240.234,3.418,-33.691,238.281,0.000
1746583637.304,-1000.000,-209.473,-75.195,-1000.000,0.000
1746583637.308,-420.410,-105.957,-14.648,-348.633,0.000
1746583637.312,-869.141,151.855,49.316,-839.844,0.000
1746583637.316,502.930,60.059,-9.277,458.984,0.000
1746583637.320,-1000.000,-219.727,-84.473,-1000.000,0.000
1746583637.324,-936.035,-157.715,-70.312,-841.797,0.000
1746583637.328,577.637,149.902,28.320,718.262,0.000
1746583637.332,-940.430,174.316,31.738,991.211,0.000
1746583637.335,-390.137,-120.117,-79.102,-489.746,0.000
1746583637.339,-1000.000,-226.074,-109.863,-1000.000,0.000
1746583637.343,-72.754,10.742,-24.902,10.742,0.000
1746583637.347,-798.340,141.602,22.949,-792.969,0.000
1746583637.351,161.621,-93.262,-52.734,98.145,0.000
1746583637.355,-1000.000,-234.375,-89.844,-1000.000,0.000
1746583637.359,-255.371,-45.898,-28.809,-249.023,0.000
1746583637.363,-811.035,169.434,44.922,-811.523,0.000
1746583637.367,240.723,20.996,0.977,240.234,0.000
1746583637.371,-1000.000,-196.777,-89.355,-1000.000,0.000
1746583637.375,-527.344,-79.590,-62.500,-459.961,0.000
1746583637.378,-938.477,154.785,2.441,-895.996,0.000
1746583637.382,652.344,73.730,-20.996,587.402,0.000
1746583637.386,-900.879,-197.266,-95.215,-979.492,0.000
1746583637.390,-1000.000,-192.871,-88.379,-990.723,0.000
1746583637.394,333.008,52.246,1.465,500.000,0.000
1746583637.398,-846.680,119.141,30.273,-893.555,0.000
1746583637.402,-218.750,-101.562,-57.617,-307.129,0.000
1746583637.406,-1000.000,-215.332,-116.211,-1000.000,0.000
1746583637.410,-192.383,-17.578,-41.016,-114.746,0.000
1746583637.414,-814.453,173.340,27.832,-799.805,0.000
1746583637.417,229.980,7.324,-24.902,213.867,0.000
1746583637.421,-1000.000,-190.918,-84.473,-1000.000,0.000
1746583637.425,-267.090,-55.664,-35.156,-264.648,0.000
1746583637.429,-809.082,133.789,27.832,-807.129,0.000
1746583637.433,344.727,7.812,-20.020,300.293,0.000
1746583637.437,-1000.000,-226.074,-94.727,-1000.000,0.000
1746583637.441,-679.199,-151.367,-88.379,-594.727,0.000
1746583637.445,926.270,136.230,0.977,-996.582,0.000
1746583637.449,845.703,112.305,1.953,769.531,0.000
1746583637.453,-689.941,-164.062,-104.980,-789.062,0.000
1746583637.457,-1000.000,-189.941,-109.863,-1000.000,0.000
1746583637.460,187.500,56.152,3.418,311.523,0.000
1746583637.464,-797.852,131.348,20.508,-811.035,0.000
1746583637.468,-41.992,-89.355,-70.801,-95.703,0.000
1746583637.472,-1000.000,-213.867,-84.961,-1000.000,0.000
1746583637.476,-235.840,-19.043,8.301,-209.473,0.000
1746583637.480,-818.848,165.527,62.012,-811.523,0.000
1746583637.484,240.723,1.465,-11.719,234.375,0.000
1746583637.488,-1000.000,-202.637,-86.914,-1000.000,0.000
1746583637.492,-406.250,-96.191,-58.105,-327.148,0.000
1746583637.496,-859.863,156.738,31.250,-829.102,0.000
1746583637.500,426.270,53.711,5.371,387.695,0.000
1746583637.503,-1000.000,-223.145,-111.816,-1000.000,0.000
1746583637.507,-840.332,-140.625,-103.027,-733.398,0.000
1746583637.511,702.637,154.785,3.906,843.262,0.000
1746583637.515,-993.652,145.020,24.902,936.035,0.000
1746583637.519,-477.051,-148.438,-57.129,-562.012,0.000
1746583637.523,-1000.000,-223.633,-62.500,-1000.000,0.000
1746583637.527,30.273,30.762,13.672,107.910,0.000
1746583637.531,-791.992,175.781,42.480,-791.992,0.000
1746583637.535,74.707,-81.543,-65.430,22.461,0.000
1746583637.539,-1000.000,-243.164,-128.906,-1000.000,0.000
1746583637.542,-246.582,-34.668,-19.531,-241.699,0.000
1746583637.546,-814.453,180.664,39.062,-813.965,0.000
1746583637.550,241.211,45.410,-29.297,239.746,0.000
1746583637.554,-1000.000,-219.727,-99.121,-1000.000,0.000
1746583637.558,-476.562,-110.840,-80.078,-405.762,0.000
1746583637.562,-898.438,180.176,-11.230,-864.746,0.000
1746583637.566,559.082,59.082,-20.508,511.719,0.000
1746583637.570,-991.699,-221.680,-92.285,-1000.000,0.000
1746583637.574,-1000.000,-188.477,-83.984,-931.152,0.000
1746583637.578,451.660,89.355,18.066,578.613,0.000
1746583637.582,-872.070,172.363,14.648,-925.293,0.000
1746583637.585,-286.133,-100.098,-92.285,-374.023,0.000
1746583637.589,-1000.000,-221.680,-101.562,-1000.000,0.000
1746583637.593,-83.984,7.812,-18.555,-8.301,0.000
1746583637.597,-792.480,141.602,21.973,-785.156,0.000
1746583637.601,205.566,-65.918,-13.672,162.109,0.000
1746583637.605,-1000.000,-191.406,-62.012,-1000.000,0.000
1746583637.609,-263.184,5.859,-30.273,-257.812,0.000
1746583637.613,-809.082,216.797,29.785,-808.594,0.000
1746583637.617,267.090,22.949,-44.922,249.512,0.000
1746583637.621,-1000.000,-232.910,-130.859,-1000.000,0.000
1746583637.625,-594.727,-121.094,-73.730,-513.184,0.000
1746583637.628,-992.676,139.648,37.598,-938.477,0.000
1746583637.632,743.164,105.469,22.461,683.105,0.000
1746583637.636,-812.988,-164.062,-81.543,-882.324,0.000
1746583637.640,-1000.000,-201.660,-100.586,-1000.000,0.000
1746583637.644,263.672,67.383,-5.859,394.531,0.000
1746583637.648,-809.082,169.922,46.875,-833.496,0.000
1746583637.652,-90.820,-71.777,-54.688,-161.133,0.000
1746583637.656,-1000.000,-218.262,-113.770,-1000.000,0.000
1746583637.660,-231.445,-34.180,-31.250,-181.641,0.000
1746583637.664,-818.359,140.137,36.621,-808.105,0.000
1746583637.667,237.305,-40.039,-22.949,223.633,0.000
1746583637.671,-1000.000,-226.074,-104.980,-1000.000,0.000
1746583637.675,-332.031,-87.891,-40.039,-282.715,0.000
1746583637.679,-831.055,146.484,67.383,-814.941,0.000
1746583637.683,375.977,55.176,10.742,328.613,0.000
1746583637.687,-1000.000,-183.105,-92.773,-1000.000,0.000
1746583637.691,-813.477,-139.648,-94.238,-712.402,0.000
1746583637.695,771.973,99.609,-13.672,889.648,0.000
1746583637.699,899.414,123.047,15.625,835.449,0.000
1746583637.703,-638.672,-99.121,-63.477,-711.426,0.000
1746583637.707,-1000.000,-177.246,-82.031,-1000.000,0.000
1746583637.710,91.309,20.508,3.906,183.594,0.000
1746583637.714,-799.316,120.605,21.484,-802.734,0.000
1746583637.718,-2.441,-81.543,-74.707,-59.570,0.000
1746583637.722,-1000.000,-197.266,-136.719,-1000.000,0.000
1746583637.726,-238.770,-3.906,-48.340,-226.562,0.000
1746583637.730,-817.871,168.457,42.480,-815.430,0.000
1746583637.734,241.211,-4.883,-40.039,237.793,0.000
1746583637.738,-1000.000,-191.406,-129.395,-1000.000,0.000
1746583637.742,-435.059,-68.359,-51.270,-367.188,0.000
1746583637.746,-882.324,168.457,63.965,-850.098,0.000
1746583637.750,568.359,70.801,21.973,504.395,0.000
1746583637.753,-1000.000,-205.078,-87.891,-1000.000,0.000
1746583637.757,-931.641,-174.805,-73.242,-844.238,0.000
1746583637.761,628.906,89.355,24.414,742.188,0.000
1746583637.765,-984.375,117.676,12.207,957.520,0.000
1746583637.769,-476.562,-123.535,-105.957,-551.758,0.000
1746583637.773,-1000.000,-193.848,-105.469,-1000.000,0.000
1746583637.777,18.066,27.832,24.902,83.496,0.000
1746583637.781,-786.621,150.879,59.082,-786.621,0.000
1746583637.785,136.230,-70.801,-62.500,78.613,0.000
1746583637.789,-1000.000,-232.910,-135.254,-1000.000,0.000
1746583637.793,-254.883,-40.039,-49.805,-248.535,0.000
1746583637.796,-812.988,187.500,46.875,-813.477,0.000
1746583637.800,241.211,27.832,-19.043,241.699,0.000
1746583637.804,-1000.000,-229.492,-105.469,-1000.000,0.000
1746583637.808,-548.340,-138.184,-58.105,-490.234,0.000
1746583637.812,-942.383,141.113,22.949,-908.691,0.000
1746583637.816,628.906,85.449,-3.418,583.008,0.000
1746583637.820,-930.176,-187.500,-114.258,-990.723,0.000
1746583637.824,-1000.000,-189.941,-121.582,-983.398,0.000
1746583637.828,329.102,70.312,-17.090,500.977,0.000
1746583637.832,-838.379,143.555,-11.230,-883.301,0.000
1746583637.835,-209.473,-123.535,-93.750,-296.875,0.000
1746583637.839,-1000.000,-214.355,-79.590,-1000.000,0.000
1746583637.843,-143.555,33.203,-25.391,-60.059,0.000
1746583637.847,-801.270,180.664,9.766,-789.062,0.000
1746583637.851,222.656,-31.250,-36.133,189.941,0.000
1746583637.855,-1000.000,-226.074,-106.445,-1000.000,0.000
1746583637.859,-266.602,-79.102,-39.062,-263.184,0.000
1746583637.863,-808.594,178.711,50.293,-808.105,0.000
1746583637.867,320.801,53.223,-29.785,294.434,0.000
1746583637.871,-1000.000,-209.473,-158.203,-1000.000,0.000
1746583637.875,-632.324,-134.277,-101.562,-577.148,0.000
1746583637.878,957.520,117.676,38.086,-995.117,0.000
1746583637.882,862.793,109.863,21.484,794.434,0.000
1746583637.886,-666.016,-145.508,-92.285,-763.672,0.000
1746583637.890,-1000.000,-181.152,-102.051,-1000.000,0.000
1746583637.894,230.469,56.641,12.695,346.680,0.000
1746583637.898,-797.363,144.043,44.434,-813.477,0.000
1746583637.902,-50.781,-113.770,-34.180,-103.516,0.000
1746583637.906,-1000.000,-266.602,-92.285,-1000.000,0.000
1746583637.910,-235.352,-17.090,-28.320,-189.941,0.000
1746583637.914,-818.359,170.898,64.453,-806.641,0.000
1746583637.918,239.746,-36.133,-35.645,231.445,0.000
1746583637.921,-1000.000,-222.168,-144.043,-1000.000,0.000
1746583637.925,-381.836,-85.449,-70.801,-318.359,0.000
1746583637.929,-851.074,132.812,40.527,-826.172,0.000
1746583637.933,444.824,12.695,16.113,399.902,0.000
1746583637.937,-1000.000,-246.094,-86.426,-1000.000,0.000
1746583637.941,-836.914,-176.270,-78.125,-726.074,0.000
1746583637.945,726.074,106.934,38.574,863.770,0.000
1746583637.949,981.934,129.395,20.020,911.621,0.000
1746583637.953,-520.508,-145.508,-116.699,-607.422,0.000
1746583637.957,-1000.000,-211.914,-125.977,-1000.000,0.000
1746583637.960,71.289,43.945,-4.883,162.598,0.000
1746583637.964,-787.109,152.832,69.336,-787.598,0.000
1746583637.968,72.754,-90.332,-34.668,25.879,0.000
1746583637.972,-1000.000,-241.699,-114.746,-1000.000,0.000
1746583637.976,-247.559,-24.414,-26.367,-240.234,0.000
1746583637.980,-815.430,177.246,29.785,-812.988,0.000
1746583637.984,241.699,-7.324,-26.367,239.746,0.000
1746583637.988,-1000.000,-231.934,-77.148,-1000.000,0.000
1746583637.992,-503.906,-120.605,-51.270,-418.457,0.000
1746583637.996,-916.016,148.926,23.438,-873.535,0.000
1746583638.000,596.680,88.867,0.488,547.852,0.000
1746583638.003,-980.957,-190.430,-114.258,-1000.000,0.000
1746583638.007,-997.559,-176.758,-109.863,-900.391,0.000
1746583638.011,485.840,80.566,6.836,633.301,0.000
1746583638.015,-881.348,111.328,41.504,-934.570,0.000
1746583638.019,-299.316,-141.602,-41.016,-380.859,0.000
1746583638.023,-1000.000,-206.543,-81.543,-1000.000,0.000
1746583638.027,-73.730,31.250,-0.977,12.207,0.000
1746583638.031,-792.480,171.875,37.598,-783.691,0.000
1746583638.035,191.895,-39.551,-27.344,145.996,0.000
1746583638.039,-1000.000,-223.145,-88.867,-1000.000,0.000
1746583638.043,-262.207,-56.641,-64.941,-256.836,0.000
1746583638.046,-810.547,154.785,17.578,-810.059,0.000
1746583638.050,274.902,8.789,-1.953,255.371,0.000
1746583638.054,-1000.000,-249.512,-86.914,-1000.000,0.000
1746583638.058,-611.816,-141.113,-70.312,-530.762,0.000
1746583638.062,-990.234,147.461,23.438,-937.012,0.000
1746583638.066,701.660,86.426,28.320,642.578,0.000
1746583638.070,-855.957,-150.879,-76.660,-919.434,0.000
1746583638.074,-1000.000,-145.996,-100.586,-1000.000,0.000
1746583638.078,253.418,83.984,-2.441,378.906,0.000
1746583638.082,-822.266,155.762,38.086,-850.098,0.000
1746583638.085,-154.785,-111.816,-62.500,-216.797,0.000
1746583638.089,-1000.000,-257.324,-133.789,-1000.000,0.000
1746583638.093,-221.191,-38.574,-39.062,-162.598,0.000
1746583638.097,-821.777,173.340,65.430,-806.641,0.000
1746583638.101,237.793,-5.859,-3.418,227.539,0.000
1746583638.105,-1000.000,-213.379,-117.676,-1000.000,0.000
1746583638.109,-337.402,-71.289,-75.684,-286.621,0.000
1746583638.113,-833.984,156.738,8.789,-814.941,0.000
1746583638.117,408.691,44.922,-27.832,363.281,0.000
1746583638.121,-1000.000,-208.496,-104.492,-1000.000,0.000
1746583638.125,-728.516,-147.461,-83.984,-630.371,0.000
1746583638.128,859.863,123.047,22.461,966.797,0.000
1746583638.132,925.293,125.488,37.598,842.773,0.000
1746583638.136,-583.984,-167.480,-75.195,-688.477,0.000
1746583638.140,-1000.000,-217.773,-103.516,-1000.000,0.000
1746583638.144,138.184,57.617,7.324,234.375,0.000
1746583638.148,-788.574,182.129,35.645,-797.363,0.000
1746583638.152,20.020,-67.871,-103.516,-35.645,0.000
1746583638.156,-1000.000,-232.910,-135.254,-1000.000,0.000
1746583638.160,-242.676,-30.273,-22.949,-223.633,0.000
1746583638.164,-815.430,156.250,45.410,-811.035,0.000
1746583638.168,240.234,2.441,-15.137,235.352,0.000
1746583638.171,-1000.000,-192.871,-103.516,-1000.000,0.000
1746583638.175,-421.875,-73.730,-50.781,-341.309,0.000
1746583638.179,-868.164,124.512,45.898,-835.938,0.000
1746583638.183,478.516,10.254,8.789,436.035,0.000
1746583638.187,-1000.000,-251.465,-103.027,-1000.000,0.000
1746583638.191,-921.875,-203.125,-119.629,-825.684,0.000
1746583638.195,608.398,83.984,-14.160,739.746,0.000
1746583638.199,-975.586,119.141,28.320,971.191,0.000
1746583638.203,-468.262,-139.160,-78.125,-533.691,0.000
1746583638.207,-1000.000,-195.801,-102.051,-1000.000,0.000
1746583638.211,15.625,56.641,24.902,83.984,0.000
1746583638.214,-784.668,182.617,70.312,-782.715,0.000
1746583638.218,158.691,-40.039,-39.551,103.027,0.000
1746583638.222,-1000.000,-247.070,-131.348,-1000.000,0.000
1746583638.226,-257.812,-66.406,-77.148,-251.953,0.000
1746583638.230,-810.059,159.668,25.391,-810.547,0.000
1746583638.234,240.723,-25.391,-3.906,240.234,0.000
1746583638.238,-1000.000,-243.164,-101.074,-1000.000,0.000
1746583638.242,-531.250,-102.051,-68.359,-463.379,0.000
1746583638.246,-940.918,145.020,52.246,-897.461,0.000
1746583638.250,655.762,83.984,44.434,589.844,0.000
1746583638.253,-916.504,-181.152,-82.031,-988.281,0.000
1746583638.257,-1000.000,-187.988,-133.301,-963.867,0.000
1746583638.261,394.531,85.938,-24.902,531.738,0.000
1746583638.265,-843.262,148.926,37.598,-883.789,0.000
1746583638.269,-208.008,-128.418,-75.195,-288.086,0.000
1746583638.273,-1000.000,-239.746,-133.789,-1000.000,0.000
1746583638.277,-155.762,12.695,-17.090,-63.477,0.000
1746583638.281,-804.199,181.641,59.570,-789.062,0.000
1746583638.285,224.609,-41.992,-15.137,193.848,0.000
1746583638.289,-1000.000,-251.953,-85.449,-1000.000,0.000
1746583638.293,-266.602,-94.727,-66.406,-263.672,0.000
1746583638.296,-808.594,139.160,5.859,-807.617,0.000
1746583638.300,321.777,18.066,-20.996,295.410,0.000
1746583638.304,-1000.000,-231.445,-90.820,-1000.000,0.000
1746583638.308,-635.742,-159.668,-57.129,-573.242,0.000
1746583638.312,980.957,62.500,-2.930,-971.191,0.000
1746583638.316,781.738,37.598,-4.395,718.262,0.000
1746583638.320,-754.883,-218.750,-33.691,-843.262,0.000
1746583638.324,-1000.000,-300.293,-31.738,-1000.000,0.000
1746583638.328,178.223,-32.227,29.297,316.895,0.000
1746583638.332,-798.340,119.629,61.035,-810.547,0.000
1746583638.336,-41.016,-115.234,-40.039,-91.797,0.000
1746583638.339,-1000.000,-283.691,-103.516,-1000.000,0.000
1746583638.343,-235.840,-66.406,-5.371,-199.707,0.000
1746583638.347,-814.453,138.672,38.574,-805.664,0.000
1746583638.351,235.352,-68.359,-41.016,229.492,0.000
1746583638.355,-1000.000,-271.973,-102.051,-1000.000,0.000
1746583638.359,-312.500,-96.191,-62.988,-270.996,0.000
1746583638.363,-825.195,158.691,45.410,-810.059,0.000
1746583638.367,418.945,25.391,15.625,384.766,0.000
1746583638.371,-1000.000,-258.789,-86.914,-1000.000,0.000
1746583638.375,-842.773,-196.289,-67.871,-730.469,0.000
1746583638.378,712.891,68.359,19.043,855.957,0.000
1746583638.382,990.234,95.703,39.062,920.410,0.000
1746583638.386,-509.277,-151.855,-84.473,-597.656,0.000
1746583638.390,-1000.000,-225.098,-158.691,-1000.000,0.000
1746583638.394,67.383,22.461,-25.391,166.504,0.000
1746583638.398,-786.133,140.625,63.477,-786.621,0.000
1746583638.402,79.590,-81.543,-26.367,32.715,0.000
1746583638.406,-1000.000,-254.395,-80.566,-1000.000,0.000
1746583638.410,-248.047,-60.547,-6.348,-244.141,0.000
1746583638.414,-813.477,153.320,41.016,-812.500,0.000
1746583638.418,240.723,-38.086,-37.598,239.258,0.000
1746583638.421,-1000.000,-266.113,-124.023,-1000.000,0.000
1746583638.425,-469.727,-124.023,-69.824,-400.391,0.000
1746583638.429,-895.508,150.879,32.227,-863.770,0.000
1746583638.433,557.129,70.801,2.930,520.508,0.000
1746583638.437,-1000.000,-203.125,-83.984,-1000.000,0.000
1746583638.441,-967.285,-177.734,-79.102,-862.305,0.000
1746583638.445,521.973,57.617,6.836,679.199,0.000
1746583638.449,-889.160,124.023,32.715,-944.824,0.000
1746583638.453,-305.664,-94.238,-50.781,-387.695,0.000
1746583638.457,-1000.000,-180.664,-91.797,-1000.000,0.000
1746583638.461,-77.637,12.695,-31.250,9.766,0.000
1746583638.464,-793.945,116.699,-2.930,-785.156,0.000
1746583638.468,187.500,-85.938,-57.617,140.625,0.000
1746583638.472,-1000.000,-250.977,-105.957,-1000.000,0.000
1746583638.476,-263.672,-61.035,-46.875,-257.324,0.000
1746583638.480,-808.105,181.152,50.781,-808.594,0.000
1746583638.484,310.059,18.066,0.000,277.832,0.000
1746583638.488,-1000.000,-206.543,-70.312,-1000.000,0.000
1746583638.492,-548.828,-92.773,-43.945,-489.258,0.000
1746583638.496,-950.684,144.531,26.367,-916.992,0.000
1746583638.500,705.566,69.336,1.465,654.785,0.000
1746583638.503,-837.402,-238.281,-112.793,-905.762,0.000
1746583638.507,-1000.000,-250.000,-86.426,-1000.000,0.000
1746583638.511,280.273,48.828,31.738,420.898,0.000
1746583638.515,-823.730,141.113,51.270,-853.027,0.000
1746583638.519,-156.250,-113.281,-45.898,-217.773,0.000
1746583638.523,-1000.000,-254.883,-98.145,-1000.000,0.000
1746583638.527,-220.215,-34.668,-31.250,-157.715,0.000
1746583638.531,-817.871,152.832,23.438,-805.176,0.000
1746583638.535,233.398,-43.457,-43.457,220.215,0.000
1746583638.539,-1000.000,-248.047,-121.582,-1000.000,0.000
1746583638.543,-268.555,-89.355,-34.668,-265.625,0.000
1746583638.546,-810.059,166.016,78.613,-808.105,0.000
1746583638.550,368.652,38.574,11.719,332.520,0.000
1746583638.554,-1000.000,-230.957,-102.051,-1000.000,0.000
1746583638.558,-749.023,-166.504,-81.543,-651.367,0.000
1746583638.562,854.492,104.004,24.902,954.590,0.000
1746583638.566,872.559,121.094,16.113,805.664,0.000
1746583638.570,-661.621,-164.551,-81.543,-735.840,0.000
1746583638.574,-1000.000,-230.469,-87.891,-1000.000,0.000
1746583638.578,125.000,41.992,-15.137,210.938,0.000
1746583638.582,-793.457,156.250,-15.137,-800.293,0.000
